"Inicio del informe","Fin del informe","Nombre de la campaña",Plataforma,Ubicación,"Plataforma de dispositivos","Dispositivo de la impresión",Inicio,Finalización,"Importe gastado (MXN)",Alcance,Frecuencia,Impresiones,"Clics en el enlace",Resultados,"Indicador de resultado","Costo por resultados","Costo por mil personas alcanzadas (MXN)","CPC (costo por clic en el enlace) (MXN)","Clientes potenciales","Clientes potenciales en Facebook","Registros completados","Registros completados en el sitio web","Clientes potenciales en el sitio web"
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.03,1,1,1,,,,,30,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,10.85,96,1.0416666666667,100,,,,,113.02083333,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,1.58,13,1.0769230769231,14,,,,,121.53846154,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.21,12,1,12,1,,,,17.5,0.21,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.05,10,1.1,11,,,,,5,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,3.18,81,1.0617283950617,86,,,,,39.25925926,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,5.78,202,1.0544554455446,213,2,,,,28.61386139,2.89,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,76.49,586,1.117747440273,655,7,2,actions:onsite_conversion.lead_grouped,38.245,130.52901024,10.92714286,2,2,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,1.42,10,1,10,,,,,142,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,68.1,754,1.1220159151194,846,7,1,actions:onsite_conversion.lead_grouped,68.1,90.31830239,9.72857143,1,1,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,2.07,18,1,18,,,,,115,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,1.51,9,1,9,,,,,167.77777778,,,,,,
2020-05-20,2020-05-20,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.11,3,1,3,,,,,36.66666667,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,65.94,777,1.027027027027,798,4,2,actions:onsite_conversion.lead_grouped,32.97,84.86486486,16.485,2,2,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.3,10,1,10,,,,,30,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,66.67,923,1.0151679306609,937,10,1,actions:onsite_conversion.lead_grouped,66.67,72.23185265,6.667,1,1,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,1.15,15,1,15,,,,,76.66666667,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPad,2020-05-01,2020-05-31,0.02,1,1,1,,,,,20,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,5.41,25,1,25,,,,,216.4,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,43.53,142,1.0352112676056,147,,,,,306.54929577,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,2.8,1,1,1,,,,,2800,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,21.19,141,1,141,,,,,150.28368794,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.07,5,1,5,,,,,14,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.26,6,1,6,,,,,43.33333333,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.06,6,1,6,,,,,10,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.01,1,1,1,,,,,10,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,0.96,20,1.1,22,,,,,48,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,2.1,54,1.037037037037,56,2,,,,38.88888889,1.05,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,41.3,361,1.1024930747922,398,5,1,actions:onsite_conversion.lead_grouped,41.3,114.40443213,8.26,1,1,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.55,3,1,3,,,,,183.33333333,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,67.57,384,1.1119791666667,427,7,1,actions:onsite_conversion.lead_grouped,67.57,175.96354167,9.65285714,1,1,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,2.63,13,1.1538461538462,15,,,,,202.30769231,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,3.59,10,1,10,,,,,359,,,,,,
2020-05-19,2020-05-19,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,1.74,4,1,4,,,,,435,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPod,2020-05-01,2020-05-31,0,1,1,1,,,,,0,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,60.23,1358,1.019145802651,1384,7,1,actions:onsite_conversion.lead_grouped,60.23,44.35198822,8.60428571,1,1,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,1.76,10,1,10,,,,,176,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.01,1,1,1,,,,,10,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,71.84,1501,1.0173217854763,1527,16,2,actions:onsite_conversion.lead_grouped,35.92,47.86142572,4.49,2,2,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,2.07,22,1,22,,,,,94.09090909,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.82,23,1,23,,,,,35.65217391,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,15.57,114,1.0175438596491,116,,,,,136.57894737,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.94,3,1,3,,,,,313.33333333,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,15.84,102,1.0098039215686,103,1,,,,155.29411765,15.84,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.07,8,1,8,,,,,8.75,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.31,8,1,8,,,,,38.75,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.08,4,1,4,,,,,20,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.01,2,1,2,,,,,5,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,1.35,26,1,26,,,,,51.92307692,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,2.91,72,1.0416666666667,75,1,,,,40.41666667,2.91,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPod,2020-05-01,2020-05-31,0,1,1,1,,,,,0,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,68.33,552,1.1141304347826,615,10,2,actions:onsite_conversion.lead_grouped,34.165,123.78623188,6.833,2,2,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.07,3,1,3,,,,,23.33333333,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,66.86,596,1.1107382550336,662,7,2,actions:onsite_conversion.lead_grouped,33.43,112.18120805,9.55142857,2,2,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,4.68,18,1.0555555555556,19,,,,,260,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.61,5,1,5,,,,,122,,,,,,
2020-05-18,2020-05-18,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.3,4,1,4,,,,,75,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,54.92,1094,1.0219378427788,1118,13,3,actions:onsite_conversion.lead_grouped,18.306666666667,50.20109689,4.22461538,3,3,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.87,11,1,11,,,,,79.09090909,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,54.98,1105,1.0199095022624,1127,10,2,actions:onsite_conversion.lead_grouped,27.49,49.75565611,5.498,2,2,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.81,27,1,27,,,,,30,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPad,2020-05-01,2020-05-31,0.26,2,1,2,1,,,,130,0.26,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,1.43,36,1,36,,,,,39.72222222,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,21.97,185,1.0378378378378,192,1,,,,118.75675676,21.97,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,18.75,170,1,170,1,,,,110.29411765,18.75,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.15,6,1.1666666666667,7,,,,,25,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.3,12,1,12,,,,,25,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.01,3,1,3,,,,,3.33333333,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares",iPhone,2020-05-01,2020-05-31,0.03,2,1,2,,,,,15,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.21,1,1,1,,,,,210,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,4.14,50,1.06,53,,,,,82.8,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,5.74,90,1.0777777777778,97,2,,,,63.77777778,2.87,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,75.08,687,1.1673944687045,802,6,1,actions:onsite_conversion.lead_grouped,75.08,109.286754,12.51333333,1,1,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.38,3,1.3333333333333,4,,,,,126.66666667,,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,66.24,685,1.1459854014599,785,9,,,,96.70072993,7.36,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,0.87,9,1,9,1,,,,96.66666667,0.87,,,,,
2020-05-17,2020-05-17,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.17,3,1,3,,,,,56.66666667,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,37.4,516,1.0193798449612,526,6,2,actions:onsite_conversion.lead_grouped,18.7,72.48062016,6.23333333,2,2,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.85,5,1,5,,,,,170,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.17,1,1,1,,,,,170,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,40.51,624,1.0192307692308,636,10,2,actions:onsite_conversion.lead_grouped,20.255,64.91987179,4.051,2,2,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,0.9,20,1,20,,,,,45,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.74,23,1,23,,,,,32.17391304,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,35.73,164,1.0182926829268,167,2,1,actions:onsite_conversion.lead_grouped,35.73,217.86585366,17.865,1,1,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.32,2,1,2,,,,,160,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,19.45,176,1.0170454545455,179,2,1,actions:onsite_conversion.lead_grouped,19.45,110.51136364,9.725,1,1,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.2,9,1.2222222222222,11,,,,,22.22222222,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.16,7,1,7,,,,,22.85714286,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0.2,1,1,1,,,,,200,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Video instream","App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.01,1,1,1,,,,,10,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,3.82,101,1.0594059405941,107,,,,,37.82178218,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,6.99,201,1.0646766169154,214,,,,,34.7761194,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,71.36,521,1.1285988483685,588,6,,,,136.96737044,11.89333333,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.05,2,1,2,,,,,25,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,104.12,667,1.1364317841079,758,8,2,actions:onsite_conversion.lead_grouped,52.06,156.10194903,13.015,2,2,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,0.47,3,1,3,,,,,156.66666667,,,,,,
2020-05-16,2020-05-16,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.81,8,1,8,,,,,101.25,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,49.7,868,1.0299539170507,894,6,3,actions:onsite_conversion.lead_grouped,16.566666666667,57.25806452,8.28333333,3,3,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.44,8,1,8,,,,,55,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0.18,3,1,3,,,,,60,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,55.7,950,1.0210526315789,970,8,,,,58.63157895,6.9625,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares",iPhone,2020-05-01,2020-05-31,1.31,16,1,16,,,,,81.875,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Explorar,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,1,50,1,50,1,,,,20,1,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,44.56,278,1.0143884892086,282,4,,,,160.28776978,11.14,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares",iPad,2020-05-01,2020-05-31,0.45,2,1,2,,,,,225,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Tableta Android",2020-05-01,2020-05-31,0.19,3,1,3,,,,,63.33333333,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,29.71,262,1.0152671755725,266,5,3,actions:onsite_conversion.lead_grouped,9.9033333333333,113.39694656,5.942,3,3,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares",iPhone,2020-05-01,2020-05-31,0.09,7,1,7,,,,,12.85714286,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Tableta Android",2020-05-01,2020-05-31,0,1,1,1,,,,,0,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,"App para celulares","Smartphone Android",2020-05-01,2020-05-31,0.31,10,1,10,,,,,31,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Marketplace,Computadora,Computadora,2020-05-01,2020-05-31,0,3,1,3,,,,,0,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares",iPhone,2020-05-01,2020-05-31,2.33,81,1.0740740740741,87,,,,,28.7654321,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Artículos instantáneos","App para celulares","Smartphone Android",2020-05-01,2020-05-31,4.27,146,1.0342465753425,151,,,,,29.24657534,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares",iPhone,2020-05-01,2020-05-31,55.59,397,1.1788413098237,468,6,2,actions:onsite_conversion.lead_grouped,27.795,140.02518892,9.265,2,2,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias","App para celulares","Smartphone Android",2020-05-01,2020-05-31,66.23,470,1.1212765957447,527,7,1,actions:onsite_conversion.lead_grouped,66.23,140.91489362,9.46142857,1,1,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,"Feed: sección de noticias",Computadora,Computadora,2020-05-01,2020-05-31,1.24,11,1.0909090909091,12,,,,,112.72727273,,,,,,
2020-05-15,2020-05-15,2005_GWEP_ParqueHacienda_PI_PFM_FB,Facebook,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,0.84,13,1,13,,,,,64.61538462,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",Otros,2020-05-01,2020-05-31,0.02,1,1,1,,,,,20,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPod,2020-05-01,2020-05-31,0.01,1,1,1,,,,,10,,,,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPhone,2020-05-01,2020-05-31,80.12,1406,1.0199146514936,1434,14,1,actions:onsite_conversion.lead_grouped,80.12,56.98435277,5.72285714,1,1,,,
2020-05-14,2020-05-14,2005_GWEP_ParqueHacienda_PI_PFM_FB,Instagram,Stories,"App para celulares",iPad,2020-05-01,2020-05-31,0.5,13,1,13,1,,,,38.46153846,0.5,,,,,
